# Header: 
#   title: 92-U-235(N,F) thermal cross section 
#   source: EXFOR 
#   date created: 2025-09-08 
# Target: 
#   Z: 92 
#   A: 235 
#   Nuclide: 92-U-235 
# Reaction: 
#   Type: N,F 
#   Incident energy       : 2.4000e-08 MeV - 2.6000e-08 MeV 
# Residual: 
#   Z:  
#   A:  
#   Nuclide: 
# Statistics:
#   Thermal Simple Mean       |  Simple Stdev        : 5.85922E+02  |   2.23972E+01 (N = 176)
#   Thermal Weighted Mean    +/- Weighted Error      : 5.85601E+02 +/-  7.65296E-01 (N = 176)
#   AV Simple Mean            |  Simple Stdev        : 5.84230E+02  |           NAN   (N = 1)
#   AV Weighted Mean         +/- Weighted Error      :         NAN +/-          NAN   (N = 1)
#   MXW Simple Mean           |  Simple Stdev        : 5.67000E+02  |   2.12132E+01   (N = 2)
#   MXW Weighted Mean        +/- Weighted Error      : 5.81647E+02 +/-  5.96461E+00   (N = 2)
#   RTE Simple Mean           |  Simple Stdev        : 9.35229E+01  |   2.33404E+00  (N = 39)
#   RTE Weighted Mean        +/- Weighted Error      : 9.34237E+01 +/-  2.33576E-01  (N = 39)
#   SPA Simple Mean           |  Simple Stdev        : 5.80000E+02  |           NAN   (N = 1)
#   SPA Weighted Mean        +/- Weighted Error      :         NAN +/-          NAN   (N = 1)
#
# Data Table
#   Experimental Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
23453-014-0         S.Amaducci              2019   2.4632E-08   0.0000E+00   6.0875E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4689E-08   0.0000E+00   6.0618E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4746E-08   0.0000E+00   5.9516E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4803E-08   0.0000E+00   6.0041E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4860E-08   0.0000E+00   5.8744E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4917E-08   0.0000E+00   6.1786E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4975E-08   0.0000E+00   5.7740E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5032E-08   0.0000E+00   5.6667E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5090E-08   0.0000E+00   6.0916E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5148E-08   0.0000E+00   6.1353E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5206E-08   0.0000E+00   5.3599E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5264E-08   0.0000E+00   5.5824E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5322E-08   0.0000E+00   6.0758E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5381E-08   0.0000E+00   6.5351E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5439E-08   0.0000E+00   5.5853E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5498E-08   0.0000E+00   5.6137E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5556E-08   0.0000E+00   5.4705E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5615E-08   0.0000E+00   5.6211E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5674E-08   0.0000E+00   5.4806E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5734E-08   0.0000E+00   5.3977E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5793E-08   0.0000E+00   5.6148E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5852E-08   0.0000E+00   5.6104E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5912E-08   0.0000E+00   5.8888E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.5972E-08   0.0000E+00   6.1976E+02   0.0000E+00                
10267-022-0         R.Gwin                  1976   2.5000E-08   0.0000E+00   5.8423E+02   1.8830E+00      AV        
12438-004-0         C.H.Hogg                1960   2.5300E-08   0.0000E+00   5.5200E+02   5.5000E+01     MXW        
41635-007-0         Yu.Ya.Stavisskii        1965   2.5300E-08   0.0000E+00   5.8200E+02   6.0000E+00     MXW        
13877-002-0         E.E.Anderson            1944   2.5000E-08   0.0000E+00   1.0420E+02   0.0000E+00     RTE        
30269-003-0         I.M.Mihailescu          1972   2.6000E-08   0.0000E+00   9.2210E+01   0.0000E+00     RTE        
30269-003-0         I.M.Mihailescu          1972   2.4900E-08   0.0000E+00   8.6770E+01   0.0000E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5974E-08   0.0000E+00   9.2521E+01   1.3878E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5915E-08   0.0000E+00   9.1859E+01   1.3779E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5856E-08   0.0000E+00   9.4587E+01   1.4188E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5797E-08   0.0000E+00   9.4971E+01   1.4246E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5739E-08   0.0000E+00   9.2857E+01   1.3929E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5681E-08   0.0000E+00   9.3838E+01   1.4076E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5622E-08   0.0000E+00   9.4946E+01   1.4242E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5565E-08   0.0000E+00   9.3072E+01   1.3961E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5507E-08   0.0000E+00   9.2667E+01   1.3900E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5450E-08   0.0000E+00   9.4654E+01   1.4198E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5392E-08   0.0000E+00   9.3809E+01   1.4071E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5335E-08   0.0000E+00   9.6089E+01   1.4413E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5278E-08   0.0000E+00   9.3244E+01   1.3987E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5222E-08   0.0000E+00   9.3734E+01   1.4060E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5165E-08   0.0000E+00   9.1712E+01   1.3757E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5109E-08   0.0000E+00   9.2648E+01   1.3897E+00     RTE        
21522-013-0         C.Wagemans              1979   2.5053E-08   0.0000E+00   9.2701E+01   1.3905E+00     RTE        
