# header:
#   title: Ig resonance data
#   source: Resonancetables
#   date: 2025-07-13
# reaction:
#   type: Ig
# quantity:
#   type: resonance data
# datablock:
#   columns: 11
#   entries: 464
##       Z              A            Liso           Value         dValue        Reference   Rel. dev. comp. Rel. dev. NDL  Rel. dev. all  #Experiments      Nuclide
##      []             []             []            [eV]           [eV]            []             [%]            [%]            [%]            []             []
        59            143              0        1.900000E+02   2.500000E+01  Mughabghab-2018      16.02           9.26          13.70           1           Pr143 
        60              0              0        3.200000E+01   1.000000E+00  Barry                 0.00           0.00           0.00           1           Nd000 
        60            142              0        6.200000E+00   1.000000E+00  Sukhoruchkin         69.15          15.76          87.97           0           Nd142 
        60            143              0        1.310000E+02   3.000000E+01  Sukhoruchkin          0.77           0.70          10.75           1           Nd143 
        60            144              0        4.500000E+00   5.000000E-01  Sukhoruchkin          3.45          14.22          14.34           1           Nd144 
        60            145              0        2.240000E+02   2.000000E+01  Mughabghab-2018       1.37           3.95          12.82           3           Nd145 
        60            146              0        2.600000E+00   6.000000E-02  Kayzero               5.39           7.17          20.15           8           Nd146 
        60            147              0        5.250000E+02   5.500000E+01  Sukhoruchkin          9.95           8.59          11.51           0           Nd147 
        60            148              0        1.253000E+01   4.200000E-01  Kayzero               9.16           5.69          13.36          10           Nd148 
        60            150              0        1.520000E+01   8.000000E-01  Mughabghab-2018       1.53          12.93          15.86           7           Nd150 
        61            147              0        2.205000E+03   1.030000E+02  Sukhoruchkin          3.40           1.66          34.35           7           Pm147 
        61            148              0        2.600000E+03   2.400000E+03  JUKO                  0.00          25.57         179.84           1           Pm148 
        61            148              1        3.600000E+03   2.400000E+03  Mughabghab-2018      14.19          24.40         120.67           2           Pm148m
        62            144              0        2.380000E+00   1.700000E-01  Mughabghab-2018      11.80          10.99          12.71           1           Sm144 
        62            145              0        6.000000E+02   9.000000E+01  Mughabghab-2018       0.00          56.36          81.12           1           Sm145 
        62            146              0        6.000000E+02   9.000000E+01  Mughabghab-2018       0.00           0.00           0.00           0           Sm146 
        62            147              0        7.780000E+02   3.000000E+01  Sukhoruchkin          0.06           0.83           9.67           3           Sm147 
        62            148              0        2.700000E+01   1.400000E+01  Mughabghab-2018      14.14           7.23          19.28           1           Sm148 
        62            149              0        3.433000E+03   2.010000E+02  Sukhoruchkin          0.63           0.99           8.87           1           Sm149 
        62            150              0        3.330000E+02   4.800000E+01  Sukhoruchkin          3.62           4.72           9.67           1           Sm150 
        62            151              0        3.439000E+03   1.570000E+02  Sukhoruchkin          4.59           1.49           3.80           1           Sm151 
        62            152              0        2.977000E+03   1.000000E+02  Sukhoruchkin          0.12           2.91          11.69          14           Sm152 
        62            154              0        3.317000E+01   2.760000E+00  Kayzero               3.47           0.48          25.71           2           Sm154 
        63              0              0        4.346000E+03   1.700000E+02  Kim                   0.00           0.00           0.00           1           Eu000 
        63            151              0        3.370000E+03   1.000000E+02  Mughabghab-2018       1.06           6.71          55.03          14           Eu151 
        63            152              0        2.308000E+03   4.260000E+02  Sukhoruchkin         18.72          25.98          33.82           0           Eu152 
        63            153              0        1.755000E+03   6.800000E+01  Kayzero              10.31           4.23          47.11           8           Eu153 
        63            154              0        1.300000E+03   3.040000E+02  Sukhoruchkin         23.69          16.14          23.40           0           Eu154 
        63            155              0        1.552000E+04   3.062000E+03  Sukhoruchkin         19.83           2.38          15.58           0           Eu155 
        64            152              0        5.840000E+02   9.400000E+01  Kayzero              72.61          28.07          73.28           2           Gd152 
        64            153              0        2.980000E+02   4.000000E+00  Sukhoruchkin          0.00           7.30           8.42           0           Gd153 
        64            154              0        1.070000E+02   3.000000E+01  Mughabghab-2018      31.40          11.42          25.09           1           Gd154 
        64            155              0        1.539000E+03   9.900000E+01  Sukhoruchkin          0.03           1.07           0.90           0           Gd155 
        64            156              0        1.080000E+02   1.500000E+01  Sukhoruchkin          1.89           2.46           2.75           1           Gd156 
        64            157              0        7.590000E+02   2.000000E+01  Sukhoruchkin          0.33           2.62           2.65           0           Gd157 
        64            158              0        6.530000E+01   2.300000E+00  Kayzero               6.37           3.82          20.31           5           Gd158 
        64            160              0        5.970000E+00   9.200000E-01  Kayzero              12.83          21.39          30.37           1           Gd160 
        65            158              0        4.300000E+02   2.000000E+01  Mughabghab-2018       0.00           0.00           0.00           0           Tb158 
        65            159              0        4.292000E+02   1.770000E+01  Kayzero               1.57           0.62          22.07           9           Tb159 
        65            160              0        3.477000E+03   3.700000E+02  Sukhoruchkin          0.00          22.31          23.14           0           Tb160 
        66              0              0        1.840000E+03   1.800000E+02  Scoville              0.00           0.00           0.00           1           Dy000 
        66            156              0        9.600000E+02   8.000000E+01  Mughabghab-2018       5.29           1.59           4.48           1           Dy156 
        66            158              0        1.200000E+02   2.000000E+01  Mughabghab-2018      28.78           4.22          23.41           1           Dy158 
        66            160              0        1.122000E+03   9.000000E+01  Mughabghab-2018       0.60           4.02           9.04           3           Dy160 
        66            161              0        1.079000E+03   7.900000E+01  Sukhoruchkin          0.05           3.87          16.59           2           Dy161 
        66            162              0        2.350000E+03   3.000000E+02  Mughabghab-2018       7.19           4.29          21.04           3           Dy162 
        66            163              0        1.960000E+03   1.750000E+02  Mughabghab-2018      13.82           2.22          14.30           3           Dy163 
        66            164              0        4.810000E+02   1.100000E+01  Kayzero              16.87           0.50          33.33           9           Dy164 
        66            165              0        2.200000E+04   3.000000E+03  Mughabghab-2018       0.00           0.00           0.00           1           Dy165 
        66            165              1        2.200000E+04   3.000000E+03  Mughabghab-2018       0.00           0.00           0.00           0           Dy165m
        67            165              0        6.430000E+02   2.600000E+01  Kayzero               2.10           0.51           3.91          13           Ho165 
        67            166              0        1.000000E+04   2.700000E+03  JUKO                  0.00          94.47          72.03           0           Ho166 
        67            166              1        6.770000E+02   5.870000E+02  Sukhoruchkin          0.00          45.55          45.16           0           Ho166m
        68            162              0        4.800000E+02   5.000000E+01  Mughabghab-2018       2.80           8.14           7.41           1           Er162 
        68            164              0        1.050000E+02   1.000000E+01  Mughabghab-2018      23.88          16.09          20.69           1           Er164 
        68            166              0        1.100000E+02   7.000000E+00  Mughabghab-2018       6.42           6.87          18.04           1           Er166 
        68            167              0        2.985000E+03   7.000000E+01  Mughabghab-2018       0.36           0.05           0.38           1           Er167 
        68            168              0        3.840000E+01   5.000000E+00  Mughabghab-2018       1.76           1.40          18.01           2           Er168 
        68            170              0        3.960000E+01   2.000000E+00  Kayzero               8.31           3.78          22.30           8           Er170 
        68            171              0        1.700000E+02   2.000000E+01  JUKO                  0.00           0.00           0.00           0           Er171 
        69            169              0        1.457000E+03   3.400000E+01  Kayzero               5.61           0.11          15.74          10           Tm169 
        69            170              0        5.095000E+02   0.000000E+00  Sukhoruchkin          5.11           9.30          52.02           1           Tm170 
        69            171              0        1.180000E+02   6.000000E+00  Sukhoruchkin          0.00          59.91          87.79           2           Tm171 
        70            168              0        1.426900E+04   0.000000E+00  Kayzero              15.09          14.79          29.52           9           Yb168 
        70            169              0        5.200000E+03   5.000000E+02  Sukhoruchkin          0.00          48.63          39.39           0           Yb169 
        70            170              0        3.100000E+02   3.000000E+01  Sukhoruchkin          0.00           0.67           4.93           1           Yb170 
        70            171              0        3.180000E+02   3.000000E+01  Sukhoruchkin          0.00           0.27           1.52           1           Yb171 
        70            172              0        2.500000E+01   3.000000E+00  Sukhoruchkin          0.00           0.50           4.00           1           Yb172 
        70            173              0        3.800000E+02   3.000000E+01  Sukhoruchkin          0.00           0.19           2.47           1           Yb173 
        70            174              0        2.860000E+01   7.000000E-01  Kayzero               2.53           0.85          47.22           9           Yb174 
        70            176              0        7.300000E+00   5.000000E-01  Kayzero               2.68           4.63          46.31           4           Yb176 
        71            173              0        1.254000E+03   7.500000E+01  Mughabghab-2018       0.00           3.52          10.91           0           Lu173 
        71            175              0        6.200000E+02   5.000000E+01  Mughabghab-2018       0.15           4.17          11.01           3           Lu175 
        71            176              0        3.699000E+03   9.900000E+01  Kayzero              66.58           0.43          83.53           2           Lu176 
        71            177              0        1.400000E+00   2.000000E-01  JUKO                  0.00          32.36          68.74           0           Lu177 
        72              0              0        1.959000E+03   2.000000E+00  Trbovich              0.00           0.00          20.39          10           Hf000 
        72            174              0        4.494000E+02   2.840000E+01  Kayzero              16.45          10.11          13.06           4           Hf174 
        72            176              0        6.940000E+02   1.920000E+02  Sukhoruchkin          1.00          18.65          14.19           2           Hf176 
        72            177              0        7.213000E+03   2.000000E+02  Sukhoruchkin          0.09           0.25          33.34           3           Hf177 
        72            178              0        1.871000E+03   2.000000E+01  Sukhoruchkin          0.24           2.27          35.38           4           Hf178 
        72            179              0        5.240000E+02   3.600000E+01  Sukhoruchkin          0.00           3.02          69.71           6           Hf179 
        72            180              0        3.320000E+01   1.700000E+00  Kayzero               4.88           9.31          13.80          12           Hf180 
        72            182              0        5.850000E+03   6.600000E+02  Mughabghab-2018       0.00          89.49         105.80           1           Hf182 
        73              0              0        6.990000E+02   4.000000E+01  Lesage                0.00           0.00          21.79           4           Ta000 
        73            179              0        1.216000E+03   6.900000E+01  Mughabghab-2018       0.00          60.18          94.08           1           Ta179 
        73            180              0        1.350000E+03   1.000000E+02  JUKO                  0.00           0.00           3.09           0           Ta180 
        73            180              1        1.346000E+03   1.000000E+02  Sukhoruchkin          0.00           0.00           6.38           0           Ta180m
        73            181              0        6.780000E+02   3.200000E+01  Kayzero               5.20           3.57          52.06          20           Ta181 
        73            182              0        1.057000E+03   6.000000E+01  Sukhoruchkin          5.70           4.83           7.98           0           Ta182 
        74              0              0        2.200000E+01   2.000000E+00  Kapchigashev          0.00           0.00          87.50           2           W000  
        74            180              0        2.503000E+02   0.000000E+00  Sukhoruchkin          7.82           5.86          23.93           1           W180  
        74            182              0        6.290000E+02   6.300000E+01  Sukhoruchkin          2.36           1.55           1.84           0           W182  
        74            183              0        3.390000E+02   2.800000E+01  Sukhoruchkin          2.31           3.21           3.09           0           W183  
        74            184              0        1.470000E+01   1.500000E+00  Mughabghab-2018       3.14           1.36          19.79           4           W184  
        74            185              0        1.160000E+02   0.000000E+00  Sukhoruchkin          0.00           7.69          30.91           1           W185  
        74            186              0        4.750000E+02   1.600000E+01  Kayzero               0.67           1.41          12.81          17           W186  
        74            187              0        2.760000E+03   5.500000E+02  Mughabghab-2018       0.00           0.00           0.00           1           W187  
        75              0              0        8.660000E+02   3.500000E+01  Pierce                0.00           0.00          10.37           6           Re000 
        75            185              0        1.739000E+03   5.000000E+01  Mughabghab-2018       0.23           0.18          14.29           8           Re185 
        75            187              0        3.010000E+02   2.000000E+01  Sukhoruchkin          0.17           1.16          28.24           7           Re187 
        76            184              0        1.614000E+03   8.100000E+02  Kayzero              50.87          29.03          59.93           3           Os184 
        76            186              0        2.540000E+02   3.000000E+01  Sukhoruchkin          0.00           9.75          10.15           0           Os186 
        76            187              0        5.070000E+02   7.000000E+01  Sukhoruchkin          0.00          28.05          23.20           0           Os187 
        76            188              0        1.520000E+02   2.000000E+01  Sukhoruchkin          0.00          17.84          15.63           0           Os188 
        76            189              0        6.600000E+02   0.000000E+00  Sukhoruchkin          0.00           1.84          58.56           2           Os189 
        76            190              0        7.700000E+00   1.000000E-01  Kayzero              42.28          17.18          36.66           5           Os190 
        76            191              0        1.700000E+02   3.000000E+01  JUKO                  0.00          75.15          95.94           0           Os191 
        76            192              0        7.460000E+00   3.800000E-01  Kayzero               3.03          24.59          26.45           3           Os192 
        77            191              0        3.550000E+03   1.000000E+02  Mughabghab-2018       3.07           1.90          30.01          10           Ir191 
        77            192              0        3.410000E+03   0.000000E+00  Sukhoruchkin          0.00          44.78          54.13           0           Ir192 
        77            193              0        1.566000E+03   6.100000E+01  Kayzero               6.18           8.45          40.00           7           Ir193 
        77            194              0        7.000000E+02   2.000000E+02  JUKO                  0.00           0.00          15.36           0           Ir194 
        78              0              0        1.410000E+02   8.000000E+00  Lesage                0.00           0.00          27.57           5           Pt000 
        78            190              0        7.200000E+01   1.000000E+01  Mughabghab-2018       0.00           9.66          29.45           1           Pt190 
        78            192              0        1.180000E+02   2.000000E+01  Sukhoruchkin          0.00           0.46           6.17           0           Pt192 
        78            194              0        4.000000E+00   0.000000E+00  Sukhoruchkin          0.00           4.60          45.01           3           Pt194 
        78            195              0        3.670000E+02   2.500000E+01  Sukhoruchkin          0.00           6.94           5.70           0           Pt195 
        78            196              0        5.560000E+00   4.000000E-01  Mughabghab-2018      11.18           4.54          13.57           4           Pt196 
        78            198              0        5.730000E+01   1.600000E+00  Kayzero               5.14           1.08          31.37           7           Pt198 
        78            199              0        7.000000E+00   0.000000E+00  JUKO                  0.00           0.00           0.00           0           Pt199 
        79            197              0        1.549800E+03   2.790000E+01  Kayzero               0.56           0.46          26.59           6           Au197 
        79            198              0        4.000000E+04   0.000000E+00  JUKO                  0.00          96.17          71.64           1           Au198 
        80              0              0        3.100000E+01   1.240000E+00  Macklin               0.00           0.00           0.00           1           Hg000 
        80            194              0        1.027000E+04   1.088120E+03  Dorsett               0.00           0.00          88.82           2           Hg194 
        80            196              0        4.200000E+02   2.700000E+01  Sukhoruchkin          4.87           0.82          76.18           6           Hg196 
        80            198              0        7.450000E+01   2.000000E+00  Sukhoruchkin          1.71           0.63          39.72           1           Hg198 
        80            199              0        4.390000E+02   2.000000E+01  Sukhoruchkin          0.57           0.08           0.44           0           Hg199 
        80            200              0        2.600000E+00   5.000000E-01  Sukhoruchkin         26.83           3.62          18.40           0           Hg200 
        80            201              0        3.300000E+01   3.000000E+00  Sukhoruchkin          4.76           3.16           6.34           0           Hg201 
        80            202              0        3.820000E+00   0.000000E+00  Kayzero              11.59           2.42          23.65           6           Hg202 
        80            204              0        8.700000E-01   0.000000E+00  Kayzero              60.59          98.30          77.34           1           Hg204 
        81            203              0        3.980000E+01   2.000000E+00  Mughabghab-2018       0.38           0.05          92.26           6           Tl203 
        81            204              0        9.400000E+01   1.900000E+01  Sukhoruchkin          0.00          46.75          37.04           0           Tl204 
        81            205              0        7.350000E-01   0.000000E+00  Sukhoruchkin          5.38           0.33          11.50           2           Tl205 
        82              0              0        5.000000E-02   3.000000E-02  Tattersall            0.00           0.00          33.33           2           Pb000 
        82            204              0        1.840000E+00   1.500000E-01  Sukhoruchkin          9.58          11.85          26.47           1           Pb204 
        82            205              0        2.000000E+00   0.000000E+00  JUKO                  0.00          72.51          91.24           0           Pb205 
        82            206              0        1.140000E-01   1.400000E-02  Sukhoruchkin         32.34           1.33          31.85           1           Pb206 
        82            207              0        3.900000E-01   4.000000E-02  Sukhoruchkin          9.86           4.55           6.47           1           Pb207 
        82            208              0        6.200000E-03   1.700000E-03  Sukhoruchkin         69.86          25.42          45.10           1           Pb208 
        83            209              0        2.100000E-01   3.000000E-02  Sukhoruchkin         20.00           8.85          60.01           3           Bi209 
        83            210              0        2.000000E-01   3.000000E-02  JUKO                  0.00          52.79          65.46           0           Bi210 
        83            210              1        2.000000E-01   3.000000E-02  Mughabghab-2018       0.00          17.34          78.15           1           Bi210m
        88            226              0        2.823000E+02   0.000000E+00  Sukhoruchkin          0.41           1.61           1.64           0           Ra226 
        89            227              0        1.660000E+03   3.000000E+01  Mughabghab-2018       0.00          14.19          36.90           4           Ac227 
        90            228              0        1.123000E+03   7.600000E+01  Sukhoruchkin          5.30          58.36          53.55           0           Th228 
        90            229              0        1.313000E+03   2.070000E+02  Sukhoruchkin         52.85           7.90          29.49           0           Th229 
        90            230              0        9.930000E+02   3.000000E+01  Mughabghab-2018       2.29           3.21           2.62           2           Th230 
        90            231              0        1.560000E+02   0.000000E+00  JUKO                  0.00           0.00           0.00           0           Th231 
        90            232              0        8.440000E+01   3.100000E+00  Kayzero               0.64           1.11          11.53          22           Th232 
        90            233              0        1.500000E+03   1.500000E+02  Mughabghab-2018       6.25           0.00          38.26           3           Th233 
        91            231              0        5.250000E+02   6.000000E+01  Mughabghab-2018       1.07           0.45          34.69           1           Pa231 
        91            232              0        1.170000E+02   3.000000E+01  Mughabghab-2018      17.01          10.35         278.54           2           Pa232 
        91            233              0        8.600000E+02   3.500000E+01  Mughabghab-2018       1.22           1.37          29.56          11           Pa233 
        92            232              0        2.800000E+02   1.500000E+01  Mughabghab-2018      27.19           2.22          29.32           1           U232  
        92            233              0        1.380000E+02   6.000000E+00  Mughabghab-2018       1.05           0.82          22.00           6           U233  
        92            234              0        1.500000E+02   2.000000E+01  Mughabghab-2018     103.29           2.99          49.56           0           U234  
        92            235              0        1.460000E+02   6.000000E+00  Mughabghab-2018      33.22           1.05          22.88           7           U235  
        92            236              0        3.500000E+02   1.500000E+01  Mughabghab-2018     135.99           2.70          40.25           8           U236  
        92            237              0        1.200000E+03   2.000000E+02  Mughabghab-2018      69.70          22.51          42.81           0           U237  
        92            238              0        2.760000E+02   4.000000E+00  Kayzero              57.74           0.30          24.34           9           U238  
        92            239              0        2.500000E+01   1.500000E+01  Mughabghab-2018       0.00           0.00           0.00           0           U239  
        93            235              0        1.350000E+03   3.000000E+02  JUKO                  0.00           0.00           0.00           0           Np235 
        93            236              0        1.353000E+03   8.600000E+01  Mughabghab-2018      63.12          19.82         126.38           0           Np236 
        93            237              0        6.520000E+02   2.400000E+01  Mughabghab-2018      69.97           1.70          29.72           8           Np237 
        93            238              0        2.010000E+02   1.990000E+02  Sukhoruchkin         62.92          14.11          79.50           0           Np238 
        93            239              0        8.000000E+01   2.000000E+01  Mughabghab-2018       0.00           0.00           0.00           0           Np239 
        94            236              0        2.480000E+02   1.610000E+02  Sukhoruchkin         59.94          32.77          82.98           0           Pu236 
        94            238              0        1.460000E+02   1.300000E+01  Sukhoruchkin          5.19           2.58         191.52           1           Pu238 
        94            239              0        1.800000E+02   2.000000E+01  Mughabghab-2018      22.11           1.97          29.14           4           Pu239 
        94            240              0        8.478000E+03   2.000000E+02  Mughabghab-2018      70.67           1.87          35.39           1           Pu240 
        94            241              0        1.830000E+02   1.000000E+01  Mughabghab-2018      58.89           2.04          56.22           1           Pu241 
        94            242              0        1.300000E+02   3.000000E+01  Mughabghab-2018     120.08           4.68          50.18           1           Pu242 
        94            243              0        2.700000E+02   3.500000E+01  Mughabghab-2018      34.15           0.00          34.15           0           Pu243 
        94            244              0        5.000000E+01   2.900000E+00  Mughabghab-2018       8.75          40.77          37.88           1           Pu244 
        94            245              0        2.200000E+02   4.000000E+01  Mughabghab-2018       0.00           0.00           0.00           0           Pu245 
        95            241              0        1.425000E+03   1.000000E+02  Mughabghab-2018      70.01          10.10          61.56          16           Am241 
        95            242              0        3.000000E+02   0.000000E+00  JUKO                  0.00           0.00           0.00           0           Am242 
        95            242              1        2.393000E+02   9.000000E-01  Sukhoruchkin          0.00           1.06           0.97           0           Am242m
        95            243              0        1.820000E+03   7.000000E+01  Mughabghab-2018       5.76           5.39          34.39          10           Am243 
        96            242              0        1.100000E+02   2.000000E+01  Mughabghab-2018       9.21          13.09          11.90           0           Cm242 
        96            243              0        1.840000E+02   2.000000E+01  Mughabghab-2018       6.46           2.04           4.60           1           Cm243 
        96            244              0        6.550000E+02   3.000000E+01  Mughabghab-2018      68.72           2.23          37.04           1           Cm244 
        96            245              0        1.020000E+02   8.000000E+00  Mughabghab-2018       2.98           9.96           8.65           2           Cm245 
        96            246              0        1.210000E+02   7.000000E+00  Mughabghab-2018      61.98           3.17          32.10           2           Cm246 
        96            247              0        5.300000E+02   3.000000E+01  Mughabghab-2018      19.29          10.89          16.23           1           Cm247 
        96            248              0        2.700000E+02   1.500000E+01  Mughabghab-2018      65.66           0.24          33.24           3           Cm248 
        97            249              0        1.114000E+03   1.000000E+02  Mughabghab-2018       0.90           1.72           1.89           1           Bk249 
        98            249              0        7.650000E+02   3.500000E+01  Mughabghab-2018      60.77           9.68          59.93           2           Cf249 
        98            250              0        1.190000E+04   5.000000E+02  Mughabghab-2018       1.20           0.50          19.39           2           Cf250 
        98            251              0        1.600000E+03   3.000000E+01  Mughabghab-2018      41.11          12.27          54.11           1           Cf251 
        98            252              0        4.350000E+01   3.000000E+00  Mughabghab-2018       1.97           7.87           7.49           2           Cf252 
        98            253              0        1.300000E+01   3.000000E+00  Mughabghab-2018      98.71          51.48          97.37           0           Cf253 
        98            254              0        2.800000E+01   0.000000E+00  JUKO                  0.00          43.35          46.56           0           Cf254 
        99            253              0        3.864000E+03   2.000000E+02  Mughabghab-2018       0.05          40.24          39.98           6           Es253 
        99            254              0        1.200000E+03   2.500000E+02  JUKO                  0.00          21.32          75.45           2           Es254 
        99            254              1        1.000000E+03   0.000000E+00  Mughabghab-2018       0.00         130.85         135.80           0           Es254m
       100            255              0        1.400000E+01   2.000000E+00  JUKO                  0.00           0.00           0.00           0           Fm255 
